created_date,borough,count
2022-01-03/2022-01-09,BRONX,73
2022-01-03/2022-01-09,BROOKLYN,129
2022-01-03/2022-01-09,MANHATTAN,117
2022-01-03/2022-01-09,QUEENS,53
2022-01-03/2022-01-09,STATEN ISLAND,3
2022-01-03/2022-01-09,Unspecified,2
2022-01-10/2022-01-16,BRONX,79
2022-01-10/2022-01-16,BROOKLYN,132
2022-01-10/2022-01-16,MANHATTAN,115
2022-01-10/2022-01-16,QUEENS,44
2022-01-10/2022-01-16,STATEN ISLAND,3
2022-01-17/2022-01-23,BRONX,78
2022-01-17/2022-01-23,BROOKLYN,127
2022-01-17/2022-01-23,MANHATTAN,112
2022-01-17/2022-01-23,QUEENS,36
2022-01-17/2022-01-23,STATEN ISLAND,4
2022-01-24/2022-01-30,BRONX,66
2022-01-24/2022-01-30,BROOKLYN,137
2022-01-24/2022-01-30,MANHATTAN,89
2022-01-24/2022-01-30,QUEENS,59
2022-01-24/2022-01-30,STATEN ISLAND,4
2022-01-31/2022-02-06,BRONX,65
2022-01-31/2022-02-06,BROOKLYN,122
2022-01-31/2022-02-06,MANHATTAN,113
2022-01-31/2022-02-06,QUEENS,32
2022-01-31/2022-02-06,STATEN ISLAND,9
2022-02-07/2022-02-13,BRONX,77
2022-02-07/2022-02-13,BROOKLYN,140
2022-02-07/2022-02-13,MANHATTAN,121
2022-02-07/2022-02-13,QUEENS,65
2022-02-07/2022-02-13,STATEN ISLAND,7
2022-02-14/2022-02-20,BRONX,69
2022-02-14/2022-02-20,BROOKLYN,133
2022-02-14/2022-02-20,MANHATTAN,119
2022-02-14/2022-02-20,QUEENS,53
2022-02-14/2022-02-20,STATEN ISLAND,8
2022-02-21/2022-02-27,BRONX,54
2022-02-21/2022-02-27,BROOKLYN,166
2022-02-21/2022-02-27,MANHATTAN,130
2022-02-21/2022-02-27,QUEENS,55
2022-02-21/2022-02-27,STATEN ISLAND,11
2022-02-28/2022-03-06,BRONX,69
2022-02-28/2022-03-06,BROOKLYN,166
2022-02-28/2022-03-06,MANHATTAN,137
2022-02-28/2022-03-06,QUEENS,60
2022-02-28/2022-03-06,STATEN ISLAND,17
2022-03-07/2022-03-13,BRONX,74
2022-03-07/2022-03-13,BROOKLYN,197
2022-03-07/2022-03-13,MANHATTAN,121
2022-03-07/2022-03-13,QUEENS,69
2022-03-07/2022-03-13,STATEN ISLAND,6
2022-03-14/2022-03-20,BRONX,83
2022-03-14/2022-03-20,BROOKLYN,244
2022-03-14/2022-03-20,MANHATTAN,131
2022-03-14/2022-03-20,QUEENS,89
2022-03-14/2022-03-20,STATEN ISLAND,13
2022-03-21/2022-03-27,BRONX,79
2022-03-21/2022-03-27,BROOKLYN,185
2022-03-21/2022-03-27,MANHATTAN,137
2022-03-21/2022-03-27,QUEENS,67
2022-03-21/2022-03-27,STATEN ISLAND,18
2022-03-28/2022-04-03,BRONX,71
2022-03-28/2022-04-03,BROOKLYN,204
2022-03-28/2022-04-03,MANHATTAN,113
2022-03-28/2022-04-03,QUEENS,50
2022-03-28/2022-04-03,STATEN ISLAND,7
2022-04-04/2022-04-10,BRONX,74
2022-04-04/2022-04-10,BROOKLYN,198
2022-04-04/2022-04-10,MANHATTAN,132
2022-04-04/2022-04-10,QUEENS,76
2022-04-04/2022-04-10,STATEN ISLAND,17
2022-04-11/2022-04-17,BRONX,61
2022-04-11/2022-04-17,BROOKLYN,189
2022-04-11/2022-04-17,MANHATTAN,113
2022-04-11/2022-04-17,QUEENS,79
2022-04-11/2022-04-17,STATEN ISLAND,17
2022-04-18/2022-04-24,BRONX,91
2022-04-18/2022-04-24,BROOKLYN,212
2022-04-18/2022-04-24,MANHATTAN,158
2022-04-18/2022-04-24,QUEENS,65
2022-04-18/2022-04-24,STATEN ISLAND,15
2022-04-25/2022-05-01,BRONX,103
2022-04-25/2022-05-01,BROOKLYN,190
2022-04-25/2022-05-01,MANHATTAN,138
2022-04-25/2022-05-01,QUEENS,77
2022-04-25/2022-05-01,STATEN ISLAND,13
2022-05-02/2022-05-08,BRONX,91
2022-05-02/2022-05-08,BROOKLYN,226
2022-05-02/2022-05-08,MANHATTAN,167
2022-05-02/2022-05-08,QUEENS,87
2022-05-02/2022-05-08,STATEN ISLAND,7
2022-05-09/2022-05-15,BRONX,97
2022-05-09/2022-05-15,BROOKLYN,280
2022-05-09/2022-05-15,MANHATTAN,180
2022-05-09/2022-05-15,QUEENS,103
2022-05-09/2022-05-15,STATEN ISLAND,25
2022-05-16/2022-05-22,BRONX,101
2022-05-16/2022-05-22,BROOKLYN,245
2022-05-16/2022-05-22,MANHATTAN,182
2022-05-16/2022-05-22,QUEENS,93
2022-05-16/2022-05-22,STATEN ISLAND,24
2022-05-23/2022-05-29,BRONX,100
2022-05-23/2022-05-29,BROOKLYN,236
2022-05-23/2022-05-29,MANHATTAN,188
2022-05-23/2022-05-29,QUEENS,96
2022-05-23/2022-05-29,STATEN ISLAND,13
2022-05-30/2022-06-05,BRONX,92
2022-05-30/2022-06-05,BROOKLYN,294
2022-05-30/2022-06-05,MANHATTAN,206
2022-05-30/2022-06-05,QUEENS,93
2022-05-30/2022-06-05,STATEN ISLAND,31
2022-06-06/2022-06-12,BRONX,109
2022-06-06/2022-06-12,BROOKLYN,295
2022-06-06/2022-06-12,MANHATTAN,210
2022-06-06/2022-06-12,QUEENS,119
2022-06-06/2022-06-12,STATEN ISLAND,22
2022-06-13/2022-06-19,BRONX,95
2022-06-13/2022-06-19,BROOKLYN,272
2022-06-13/2022-06-19,MANHATTAN,187
2022-06-13/2022-06-19,QUEENS,115
2022-06-13/2022-06-19,STATEN ISLAND,24
2022-06-20/2022-06-26,BRONX,106
2022-06-20/2022-06-26,BROOKLYN,223
2022-06-20/2022-06-26,MANHATTAN,174
2022-06-20/2022-06-26,QUEENS,88
2022-06-20/2022-06-26,STATEN ISLAND,26
2022-06-27/2022-07-03,BRONX,104
2022-06-27/2022-07-03,BROOKLYN,220
2022-06-27/2022-07-03,MANHATTAN,179
2022-06-27/2022-07-03,QUEENS,94
2022-06-27/2022-07-03,STATEN ISLAND,14
2022-07-04/2022-07-10,BRONX,103
2022-07-04/2022-07-10,BROOKLYN,260
2022-07-04/2022-07-10,MANHATTAN,166
2022-07-04/2022-07-10,QUEENS,105
2022-07-04/2022-07-10,STATEN ISLAND,27
2022-07-11/2022-07-17,BRONX,106
2022-07-11/2022-07-17,BROOKLYN,285
2022-07-11/2022-07-17,MANHATTAN,212
2022-07-11/2022-07-17,QUEENS,99
2022-07-11/2022-07-17,STATEN ISLAND,26
2022-07-18/2022-07-24,BRONX,101
2022-07-18/2022-07-24,BROOKLYN,261
2022-07-18/2022-07-24,MANHATTAN,183
2022-07-18/2022-07-24,QUEENS,108
2022-07-18/2022-07-24,STATEN ISLAND,17
2022-07-25/2022-07-31,BRONX,103
2022-07-25/2022-07-31,BROOKLYN,265
2022-07-25/2022-07-31,MANHATTAN,182
2022-07-25/2022-07-31,QUEENS,141
2022-07-25/2022-07-31,STATEN ISLAND,29
2022-08-01/2022-08-07,BRONX,73
2022-08-01/2022-08-07,BROOKLYN,253
2022-08-01/2022-08-07,MANHATTAN,214
2022-08-01/2022-08-07,QUEENS,124
2022-08-01/2022-08-07,STATEN ISLAND,15
2022-08-08/2022-08-14,BRONX,70
2022-08-08/2022-08-14,BROOKLYN,198
2022-08-08/2022-08-14,MANHATTAN,206
2022-08-08/2022-08-14,QUEENS,116
2022-08-08/2022-08-14,STATEN ISLAND,18
2022-08-15/2022-08-21,BRONX,80
2022-08-15/2022-08-21,BROOKLYN,276
2022-08-15/2022-08-21,MANHATTAN,177
2022-08-15/2022-08-21,QUEENS,106
2022-08-15/2022-08-21,STATEN ISLAND,15
2022-08-22/2022-08-28,BRONX,85
2022-08-22/2022-08-28,BROOKLYN,273
2022-08-22/2022-08-28,MANHATTAN,173
2022-08-22/2022-08-28,QUEENS,116
2022-08-22/2022-08-28,STATEN ISLAND,17
2022-08-29/2022-09-04,BRONX,107
2022-08-29/2022-09-04,BROOKLYN,212
2022-08-29/2022-09-04,MANHATTAN,148
2022-08-29/2022-09-04,QUEENS,107
2022-08-29/2022-09-04,STATEN ISLAND,22
2022-09-05/2022-09-11,BRONX,80
2022-09-05/2022-09-11,BROOKLYN,232
2022-09-05/2022-09-11,MANHATTAN,145
2022-09-05/2022-09-11,QUEENS,99
2022-09-05/2022-09-11,STATEN ISLAND,14
2022-09-12/2022-09-18,BRONX,91
2022-09-12/2022-09-18,BROOKLYN,223
2022-09-12/2022-09-18,MANHATTAN,172
2022-09-12/2022-09-18,QUEENS,98
2022-09-12/2022-09-18,STATEN ISLAND,23
2022-09-19/2022-09-25,BRONX,84
2022-09-19/2022-09-25,BROOKLYN,247
2022-09-19/2022-09-25,MANHATTAN,142
2022-09-19/2022-09-25,QUEENS,84
2022-09-19/2022-09-25,STATEN ISLAND,21
2022-09-26/2022-10-02,BRONX,70
2022-09-26/2022-10-02,BROOKLYN,175
2022-09-26/2022-10-02,MANHATTAN,158
2022-09-26/2022-10-02,QUEENS,85
2022-09-26/2022-10-02,STATEN ISLAND,6
2022-10-03/2022-10-09,BRONX,77
2022-10-03/2022-10-09,BROOKLYN,146
2022-10-03/2022-10-09,MANHATTAN,138
2022-10-03/2022-10-09,QUEENS,51
2022-10-03/2022-10-09,STATEN ISLAND,7
2022-10-10/2022-10-16,BRONX,81
2022-10-10/2022-10-16,BROOKLYN,163
2022-10-10/2022-10-16,MANHATTAN,121
2022-10-10/2022-10-16,QUEENS,72
2022-10-10/2022-10-16,STATEN ISLAND,14
2022-10-17/2022-10-23,BRONX,76
2022-10-17/2022-10-23,BROOKLYN,187
2022-10-17/2022-10-23,MANHATTAN,119
2022-10-17/2022-10-23,QUEENS,84
2022-10-17/2022-10-23,STATEN ISLAND,17
2022-10-24/2022-10-30,BRONX,55
2022-10-24/2022-10-30,BROOKLYN,183
2022-10-24/2022-10-30,MANHATTAN,111
2022-10-24/2022-10-30,QUEENS,84
2022-10-24/2022-10-30,STATEN ISLAND,12
2022-10-31/2022-11-06,BRONX,89
2022-10-31/2022-11-06,BROOKLYN,163
2022-10-31/2022-11-06,MANHATTAN,148
2022-10-31/2022-11-06,QUEENS,78
2022-10-31/2022-11-06,STATEN ISLAND,5
2022-11-07/2022-11-13,BRONX,72
2022-11-07/2022-11-13,BROOKLYN,125
2022-11-07/2022-11-13,MANHATTAN,111
2022-11-07/2022-11-13,QUEENS,62
2022-11-07/2022-11-13,STATEN ISLAND,6
2022-11-14/2022-11-20,BRONX,75
2022-11-14/2022-11-20,BROOKLYN,144
2022-11-14/2022-11-20,MANHATTAN,112
2022-11-14/2022-11-20,QUEENS,50
2022-11-14/2022-11-20,STATEN ISLAND,8
2022-11-21/2022-11-27,BRONX,38
2022-11-21/2022-11-27,BROOKLYN,80
2022-11-21/2022-11-27,MANHATTAN,78
2022-11-21/2022-11-27,QUEENS,43
2022-11-21/2022-11-27,STATEN ISLAND,4
2022-11-28/2022-12-04,BRONX,52
2022-11-28/2022-12-04,BROOKLYN,162
2022-11-28/2022-12-04,MANHATTAN,116
2022-11-28/2022-12-04,QUEENS,59
2022-11-28/2022-12-04,STATEN ISLAND,1
2022-12-05/2022-12-11,BRONX,56
2022-12-05/2022-12-11,BROOKLYN,139
2022-12-05/2022-12-11,MANHATTAN,106
2022-12-05/2022-12-11,QUEENS,69
2022-12-05/2022-12-11,STATEN ISLAND,5
2022-12-12/2022-12-18,BRONX,62
2022-12-12/2022-12-18,BROOKLYN,113
2022-12-12/2022-12-18,MANHATTAN,86
2022-12-12/2022-12-18,QUEENS,49
2022-12-19/2022-12-25,BRONX,36
2022-12-19/2022-12-25,BROOKLYN,82
2022-12-19/2022-12-25,MANHATTAN,65
2022-12-19/2022-12-25,QUEENS,45
2022-12-19/2022-12-25,STATEN ISLAND,2
2022-12-26/2023-01-01,BRONX,31
2022-12-26/2023-01-01,BROOKLYN,100
2022-12-26/2023-01-01,MANHATTAN,85
2022-12-26/2023-01-01,QUEENS,34
2022-12-26/2023-01-01,STATEN ISLAND,8
2023-01-02/2023-01-08,BRONX,71
2023-01-02/2023-01-08,BROOKLYN,199
2023-01-02/2023-01-08,MANHATTAN,153
2023-01-02/2023-01-08,QUEENS,98
2023-01-02/2023-01-08,STATEN ISLAND,26
2023-01-09/2023-01-15,BRONX,80
2023-01-09/2023-01-15,BROOKLYN,143
2023-01-09/2023-01-15,MANHATTAN,125
2023-01-09/2023-01-15,QUEENS,64
2023-01-09/2023-01-15,STATEN ISLAND,7
2023-01-09/2023-01-15,Unspecified,2
2023-01-16/2023-01-22,BRONX,53
2023-01-16/2023-01-22,BROOKLYN,136
2023-01-16/2023-01-22,MANHATTAN,109
2023-01-16/2023-01-22,QUEENS,48
2023-01-16/2023-01-22,STATEN ISLAND,8
2023-01-23/2023-01-29,BRONX,67
2023-01-23/2023-01-29,BROOKLYN,175
2023-01-23/2023-01-29,MANHATTAN,131
2023-01-23/2023-01-29,QUEENS,63
2023-01-23/2023-01-29,STATEN ISLAND,4
2023-01-30/2023-02-05,BRONX,58
2023-01-30/2023-02-05,BROOKLYN,157
2023-01-30/2023-02-05,MANHATTAN,105
2023-01-30/2023-02-05,QUEENS,68
2023-01-30/2023-02-05,STATEN ISLAND,10
2023-02-06/2023-02-12,BRONX,61
2023-02-06/2023-02-12,BROOKLYN,168
2023-02-06/2023-02-12,MANHATTAN,113
2023-02-06/2023-02-12,QUEENS,78
2023-02-06/2023-02-12,STATEN ISLAND,8
2023-02-13/2023-02-19,BRONX,53
2023-02-13/2023-02-19,BROOKLYN,158
2023-02-13/2023-02-19,MANHATTAN,125
2023-02-13/2023-02-19,QUEENS,79
2023-02-13/2023-02-19,STATEN ISLAND,4
2023-02-20/2023-02-26,BRONX,64
2023-02-20/2023-02-26,BROOKLYN,215
2023-02-20/2023-02-26,MANHATTAN,114
2023-02-20/2023-02-26,QUEENS,68
2023-02-20/2023-02-26,STATEN ISLAND,8
2023-02-27/2023-03-05,BRONX,62
2023-02-27/2023-03-05,BROOKLYN,202
2023-02-27/2023-03-05,MANHATTAN,122
2023-02-27/2023-03-05,QUEENS,86
2023-02-27/2023-03-05,STATEN ISLAND,3
2023-03-06/2023-03-12,BRONX,54
2023-03-06/2023-03-12,BROOKLYN,163
2023-03-06/2023-03-12,MANHATTAN,127
2023-03-06/2023-03-12,QUEENS,54
2023-03-06/2023-03-12,STATEN ISLAND,6
2023-03-13/2023-03-19,BRONX,67
2023-03-13/2023-03-19,BROOKLYN,132
2023-03-13/2023-03-19,MANHATTAN,101
2023-03-13/2023-03-19,QUEENS,66
2023-03-13/2023-03-19,STATEN ISLAND,6
2023-03-20/2023-03-26,BRONX,48
2023-03-20/2023-03-26,BROOKLYN,171
2023-03-20/2023-03-26,MANHATTAN,135
2023-03-20/2023-03-26,QUEENS,72
2023-03-20/2023-03-26,STATEN ISLAND,4
2023-03-27/2023-04-02,BRONX,56
2023-03-27/2023-04-02,BROOKLYN,174
2023-03-27/2023-04-02,MANHATTAN,100
2023-03-27/2023-04-02,QUEENS,82
2023-03-27/2023-04-02,STATEN ISLAND,7
2023-03-27/2023-04-02,Unspecified,1
2023-04-03/2023-04-09,BRONX,56
2023-04-03/2023-04-09,BROOKLYN,184
2023-04-03/2023-04-09,MANHATTAN,105
2023-04-03/2023-04-09,QUEENS,86
2023-04-03/2023-04-09,STATEN ISLAND,9
2023-04-10/2023-04-16,BRONX,73
2023-04-10/2023-04-16,BROOKLYN,227
2023-04-10/2023-04-16,MANHATTAN,182
2023-04-10/2023-04-16,QUEENS,107
2023-04-10/2023-04-16,STATEN ISLAND,17
2023-04-17/2023-04-23,BRONX,70
2023-04-17/2023-04-23,BROOKLYN,225
2023-04-17/2023-04-23,MANHATTAN,145
2023-04-17/2023-04-23,QUEENS,98
2023-04-17/2023-04-23,STATEN ISLAND,14
2023-04-24/2023-04-30,BRONX,87
2023-04-24/2023-04-30,BROOKLYN,216
2023-04-24/2023-04-30,MANHATTAN,140
2023-04-24/2023-04-30,QUEENS,102
2023-04-24/2023-04-30,STATEN ISLAND,13
2023-05-01/2023-05-07,BRONX,73
2023-05-01/2023-05-07,BROOKLYN,228
2023-05-01/2023-05-07,MANHATTAN,167
2023-05-01/2023-05-07,QUEENS,92
2023-05-01/2023-05-07,STATEN ISLAND,16
2023-05-08/2023-05-14,BRONX,63
2023-05-08/2023-05-14,BROOKLYN,223
2023-05-08/2023-05-14,MANHATTAN,158
2023-05-08/2023-05-14,QUEENS,95
2023-05-08/2023-05-14,STATEN ISLAND,49
2023-05-15/2023-05-21,BRONX,59
2023-05-15/2023-05-21,BROOKLYN,198
2023-05-15/2023-05-21,MANHATTAN,131
2023-05-15/2023-05-21,QUEENS,99
2023-05-15/2023-05-21,STATEN ISLAND,14
2023-05-22/2023-05-28,BRONX,59
2023-05-22/2023-05-28,BROOKLYN,213
2023-05-22/2023-05-28,MANHATTAN,112
2023-05-22/2023-05-28,QUEENS,90
2023-05-22/2023-05-28,STATEN ISLAND,12
2023-05-29/2023-06-04,BRONX,50
2023-05-29/2023-06-04,BROOKLYN,173
2023-05-29/2023-06-04,MANHATTAN,108
2023-05-29/2023-06-04,QUEENS,86
2023-05-29/2023-06-04,STATEN ISLAND,23
2023-06-05/2023-06-11,BRONX,66
2023-06-05/2023-06-11,BROOKLYN,206
2023-06-05/2023-06-11,MANHATTAN,120
2023-06-05/2023-06-11,QUEENS,92
2023-06-05/2023-06-11,STATEN ISLAND,21
2023-06-12/2023-06-18,BRONX,82
2023-06-12/2023-06-18,BROOKLYN,207
2023-06-12/2023-06-18,MANHATTAN,118
2023-06-12/2023-06-18,QUEENS,94
2023-06-12/2023-06-18,STATEN ISLAND,10
2023-06-19/2023-06-25,BRONX,83
2023-06-19/2023-06-25,BROOKLYN,265
2023-06-19/2023-06-25,MANHATTAN,140
2023-06-19/2023-06-25,QUEENS,118
2023-06-19/2023-06-25,STATEN ISLAND,13
2023-06-26/2023-07-02,BRONX,91
2023-06-26/2023-07-02,BROOKLYN,260
2023-06-26/2023-07-02,MANHATTAN,156
2023-06-26/2023-07-02,QUEENS,128
2023-06-26/2023-07-02,STATEN ISLAND,22
2023-07-03/2023-07-09,BRONX,80
2023-07-03/2023-07-09,BROOKLYN,188
2023-07-03/2023-07-09,MANHATTAN,149
2023-07-03/2023-07-09,QUEENS,90
2023-07-03/2023-07-09,STATEN ISLAND,20
2023-07-10/2023-07-16,BRONX,94
2023-07-10/2023-07-16,BROOKLYN,254
2023-07-10/2023-07-16,MANHATTAN,114
2023-07-10/2023-07-16,QUEENS,140
2023-07-10/2023-07-16,STATEN ISLAND,19
2023-07-17/2023-07-23,BRONX,96
2023-07-17/2023-07-23,BROOKLYN,244
2023-07-17/2023-07-23,MANHATTAN,147
2023-07-17/2023-07-23,QUEENS,115
2023-07-17/2023-07-23,STATEN ISLAND,26
2023-07-24/2023-07-30,BRONX,90
2023-07-24/2023-07-30,BROOKLYN,301
2023-07-24/2023-07-30,MANHATTAN,154
2023-07-24/2023-07-30,QUEENS,103
2023-07-24/2023-07-30,STATEN ISLAND,32
2023-07-31/2023-08-06,BRONX,80
2023-07-31/2023-08-06,BROOKLYN,266
2023-07-31/2023-08-06,MANHATTAN,156
2023-07-31/2023-08-06,QUEENS,102
2023-07-31/2023-08-06,STATEN ISLAND,26
2023-07-31/2023-08-06,Unspecified,1
2023-08-07/2023-08-13,BRONX,92
2023-08-07/2023-08-13,BROOKLYN,248
2023-08-07/2023-08-13,MANHATTAN,160
2023-08-07/2023-08-13,QUEENS,82
2023-08-07/2023-08-13,STATEN ISLAND,23
2023-08-14/2023-08-20,BRONX,111
2023-08-14/2023-08-20,BROOKLYN,301
2023-08-14/2023-08-20,MANHATTAN,188
2023-08-14/2023-08-20,QUEENS,117
2023-08-14/2023-08-20,STATEN ISLAND,18
2023-08-21/2023-08-27,BRONX,101
2023-08-21/2023-08-27,BROOKLYN,247
2023-08-21/2023-08-27,MANHATTAN,157
2023-08-21/2023-08-27,QUEENS,121
2023-08-21/2023-08-27,STATEN ISLAND,16
2023-08-28/2023-09-03,BRONX,82
2023-08-28/2023-09-03,BROOKLYN,210
2023-08-28/2023-09-03,MANHATTAN,154
2023-08-28/2023-09-03,QUEENS,103
2023-08-28/2023-09-03,STATEN ISLAND,21
2023-09-04/2023-09-10,BRONX,92
2023-09-04/2023-09-10,BROOKLYN,213
2023-09-04/2023-09-10,MANHATTAN,156
2023-09-04/2023-09-10,QUEENS,99
2023-09-04/2023-09-10,STATEN ISLAND,17
2023-09-11/2023-09-17,BRONX,75
2023-09-11/2023-09-17,BROOKLYN,247
2023-09-11/2023-09-17,MANHATTAN,166
2023-09-11/2023-09-17,QUEENS,107
2023-09-11/2023-09-17,STATEN ISLAND,11
2023-09-18/2023-09-24,BRONX,85
2023-09-18/2023-09-24,BROOKLYN,218
2023-09-18/2023-09-24,MANHATTAN,163
2023-09-18/2023-09-24,QUEENS,103
2023-09-18/2023-09-24,STATEN ISLAND,12
2023-09-25/2023-10-01,BRONX,63
2023-09-25/2023-10-01,BROOKLYN,202
2023-09-25/2023-10-01,MANHATTAN,134
2023-09-25/2023-10-01,QUEENS,84
2023-09-25/2023-10-01,STATEN ISLAND,19
2023-10-02/2023-10-08,BRONX,81
2023-10-02/2023-10-08,BROOKLYN,199
2023-10-02/2023-10-08,MANHATTAN,121
2023-10-02/2023-10-08,QUEENS,99
2023-10-02/2023-10-08,STATEN ISLAND,12
2023-10-09/2023-10-15,BRONX,75
2023-10-09/2023-10-15,BROOKLYN,194
2023-10-09/2023-10-15,MANHATTAN,122
2023-10-09/2023-10-15,QUEENS,72
2023-10-09/2023-10-15,STATEN ISLAND,13
2023-10-16/2023-10-22,BRONX,61
2023-10-16/2023-10-22,BROOKLYN,167
2023-10-16/2023-10-22,MANHATTAN,123
2023-10-16/2023-10-22,QUEENS,75
2023-10-16/2023-10-22,STATEN ISLAND,10
2023-10-16/2023-10-22,Unspecified,1
2023-10-23/2023-10-29,BRONX,66
2023-10-23/2023-10-29,BROOKLYN,144
2023-10-23/2023-10-29,MANHATTAN,81
2023-10-23/2023-10-29,QUEENS,59
2023-10-23/2023-10-29,STATEN ISLAND,13
2023-10-23/2023-10-29,Unspecified,1
2023-10-30/2023-11-05,BRONX,51
2023-10-30/2023-11-05,BROOKLYN,173
2023-10-30/2023-11-05,MANHATTAN,108
2023-10-30/2023-11-05,QUEENS,69
2023-10-30/2023-11-05,STATEN ISLAND,4
2023-11-06/2023-11-12,BRONX,51
2023-11-06/2023-11-12,BROOKLYN,170
2023-11-06/2023-11-12,MANHATTAN,112
2023-11-06/2023-11-12,QUEENS,61
2023-11-06/2023-11-12,STATEN ISLAND,3
2023-11-13/2023-11-19,BRONX,49
2023-11-13/2023-11-19,BROOKLYN,196
2023-11-13/2023-11-19,MANHATTAN,99
2023-11-13/2023-11-19,QUEENS,58
2023-11-13/2023-11-19,STATEN ISLAND,5
2023-11-20/2023-11-26,BRONX,56
2023-11-20/2023-11-26,BROOKLYN,117
2023-11-20/2023-11-26,MANHATTAN,76
2023-11-20/2023-11-26,QUEENS,53
2023-11-20/2023-11-26,STATEN ISLAND,3
2023-11-27/2023-12-03,BRONX,68
2023-11-27/2023-12-03,BROOKLYN,138
2023-11-27/2023-12-03,MANHATTAN,68
2023-11-27/2023-12-03,QUEENS,51
2023-11-27/2023-12-03,STATEN ISLAND,8
2023-12-04/2023-12-10,BRONX,51
2023-12-04/2023-12-10,BROOKLYN,147
2023-12-04/2023-12-10,MANHATTAN,76
2023-12-04/2023-12-10,QUEENS,56
2023-12-04/2023-12-10,STATEN ISLAND,7
2023-12-11/2023-12-17,BRONX,49
2023-12-11/2023-12-17,BROOKLYN,132
2023-12-11/2023-12-17,MANHATTAN,90
2023-12-11/2023-12-17,QUEENS,40
2023-12-11/2023-12-17,STATEN ISLAND,4
2023-12-18/2023-12-24,BRONX,53
2023-12-18/2023-12-24,BROOKLYN,130
2023-12-18/2023-12-24,MANHATTAN,65
2023-12-18/2023-12-24,QUEENS,39
2023-12-18/2023-12-24,STATEN ISLAND,12
2023-12-25/2023-12-31,BRONX,56
2023-12-25/2023-12-31,BROOKLYN,123
2023-12-25/2023-12-31,MANHATTAN,86
