created_date,borough,count
2023-12-25/2023-12-31,QUEENS,44
2023-12-25/2023-12-31,STATEN ISLAND,3
2024-01-01/2024-01-07,BRONX,47
2024-01-01/2024-01-07,BROOKLYN,132
2024-01-01/2024-01-07,MANHATTAN,87
2024-01-01/2024-01-07,QUEENS,65
2024-01-01/2024-01-07,STATEN ISLAND,9
2024-01-01/2024-01-07,Unspecified,1
2024-01-08/2024-01-14,BRONX,69
2024-01-08/2024-01-14,BROOKLYN,186
2024-01-08/2024-01-14,MANHATTAN,97
2024-01-08/2024-01-14,QUEENS,60
2024-01-08/2024-01-14,STATEN ISLAND,6
2024-01-15/2024-01-21,BRONX,52
2024-01-15/2024-01-21,BROOKLYN,128
2024-01-15/2024-01-21,MANHATTAN,78
2024-01-15/2024-01-21,QUEENS,44
2024-01-15/2024-01-21,STATEN ISLAND,5
2024-01-22/2024-01-28,BRONX,72
2024-01-22/2024-01-28,BROOKLYN,211
2024-01-22/2024-01-28,MANHATTAN,98
2024-01-22/2024-01-28,QUEENS,69
2024-01-22/2024-01-28,STATEN ISLAND,7
2024-01-29/2024-02-04,BRONX,92
2024-01-29/2024-02-04,BROOKLYN,198
2024-01-29/2024-02-04,MANHATTAN,109
2024-01-29/2024-02-04,QUEENS,93
2024-01-29/2024-02-04,STATEN ISLAND,1
2024-02-05/2024-02-11,BRONX,59
2024-02-05/2024-02-11,BROOKLYN,212
2024-02-05/2024-02-11,MANHATTAN,77
2024-02-05/2024-02-11,QUEENS,72
2024-02-05/2024-02-11,STATEN ISLAND,18
2024-02-12/2024-02-18,BRONX,42
2024-02-12/2024-02-18,BROOKLYN,175
2024-02-12/2024-02-18,MANHATTAN,88
2024-02-12/2024-02-18,QUEENS,63
2024-02-12/2024-02-18,STATEN ISLAND,3
2024-02-19/2024-02-25,BRONX,60
2024-02-19/2024-02-25,BROOKLYN,162
2024-02-19/2024-02-25,MANHATTAN,84
2024-02-19/2024-02-25,QUEENS,65
2024-02-19/2024-02-25,STATEN ISLAND,11
2024-02-26/2024-03-03,BRONX,59
2024-02-26/2024-03-03,BROOKLYN,173
2024-02-26/2024-03-03,MANHATTAN,97
2024-02-26/2024-03-03,QUEENS,90
2024-02-26/2024-03-03,STATEN ISLAND,8
2024-03-04/2024-03-10,BRONX,83
2024-03-04/2024-03-10,BROOKLYN,212
2024-03-04/2024-03-10,MANHATTAN,97
2024-03-04/2024-03-10,QUEENS,72
2024-03-04/2024-03-10,STATEN ISLAND,12
2024-03-11/2024-03-17,BRONX,59
2024-03-11/2024-03-17,BROOKLYN,199
2024-03-11/2024-03-17,MANHATTAN,100
2024-03-11/2024-03-17,QUEENS,76
2024-03-11/2024-03-17,STATEN ISLAND,20
2024-03-18/2024-03-24,BRONX,65
2024-03-18/2024-03-24,BROOKLYN,155
2024-03-18/2024-03-24,MANHATTAN,82
2024-03-18/2024-03-24,QUEENS,55
2024-03-18/2024-03-24,STATEN ISLAND,10
2024-03-25/2024-03-31,BRONX,57
2024-03-25/2024-03-31,BROOKLYN,144
2024-03-25/2024-03-31,MANHATTAN,89
2024-03-25/2024-03-31,QUEENS,79
2024-03-25/2024-03-31,STATEN ISLAND,4
2024-04-01/2024-04-07,BRONX,56
2024-04-01/2024-04-07,BROOKLYN,153
2024-04-01/2024-04-07,MANHATTAN,95
2024-04-01/2024-04-07,QUEENS,65
2024-04-01/2024-04-07,STATEN ISLAND,11
2024-04-08/2024-04-14,BRONX,66
2024-04-08/2024-04-14,BROOKLYN,203
2024-04-08/2024-04-14,MANHATTAN,92
2024-04-08/2024-04-14,QUEENS,90
2024-04-08/2024-04-14,STATEN ISLAND,7
2024-04-15/2024-04-21,BRONX,94
2024-04-15/2024-04-21,BROOKLYN,221
2024-04-15/2024-04-21,MANHATTAN,135
2024-04-15/2024-04-21,QUEENS,103
2024-04-15/2024-04-21,STATEN ISLAND,18
2024-04-22/2024-04-28,BRONX,86
2024-04-22/2024-04-28,BROOKLYN,232
2024-04-22/2024-04-28,MANHATTAN,95
2024-04-22/2024-04-28,QUEENS,90
2024-04-22/2024-04-28,STATEN ISLAND,11
2024-04-29/2024-05-05,BRONX,92
2024-04-29/2024-05-05,BROOKLYN,237
2024-04-29/2024-05-05,MANHATTAN,124
2024-04-29/2024-05-05,QUEENS,110
2024-04-29/2024-05-05,STATEN ISLAND,12
2024-05-06/2024-05-12,BRONX,88
2024-05-06/2024-05-12,BROOKLYN,261
2024-05-06/2024-05-12,MANHATTAN,133
2024-05-06/2024-05-12,QUEENS,100
2024-05-06/2024-05-12,STATEN ISLAND,19
2024-05-13/2024-05-19,BRONX,110
2024-05-13/2024-05-19,BROOKLYN,293
2024-05-13/2024-05-19,MANHATTAN,142
2024-05-13/2024-05-19,QUEENS,101
2024-05-13/2024-05-19,STATEN ISLAND,26
2024-05-20/2024-05-26,BRONX,104
2024-05-20/2024-05-26,BROOKLYN,259
2024-05-20/2024-05-26,MANHATTAN,139
2024-05-20/2024-05-26,QUEENS,108
2024-05-20/2024-05-26,STATEN ISLAND,15
2024-05-27/2024-06-02,BRONX,96
2024-05-27/2024-06-02,BROOKLYN,246
2024-05-27/2024-06-02,MANHATTAN,124
2024-05-27/2024-06-02,QUEENS,94
2024-05-27/2024-06-02,STATEN ISLAND,13
2024-06-03/2024-06-09,BRONX,98
2024-06-03/2024-06-09,BROOKLYN,260
2024-06-03/2024-06-09,MANHATTAN,138
2024-06-03/2024-06-09,QUEENS,125
2024-06-03/2024-06-09,STATEN ISLAND,21
2024-06-10/2024-06-16,BRONX,96
2024-06-10/2024-06-16,BROOKLYN,238
2024-06-10/2024-06-16,MANHATTAN,125
2024-06-10/2024-06-16,QUEENS,161
2024-06-10/2024-06-16,STATEN ISLAND,16
2024-06-17/2024-06-23,BRONX,75
2024-06-17/2024-06-23,BROOKLYN,226
2024-06-17/2024-06-23,MANHATTAN,115
2024-06-17/2024-06-23,QUEENS,112
2024-06-17/2024-06-23,STATEN ISLAND,18
2024-06-24/2024-06-30,BRONX,88
2024-06-24/2024-06-30,BROOKLYN,221
2024-06-24/2024-06-30,MANHATTAN,109
2024-06-24/2024-06-30,QUEENS,105
2024-06-24/2024-06-30,STATEN ISLAND,20
2024-07-01/2024-07-07,BRONX,62
2024-07-01/2024-07-07,BROOKLYN,196
2024-07-01/2024-07-07,MANHATTAN,120
2024-07-01/2024-07-07,QUEENS,84
2024-07-01/2024-07-07,STATEN ISLAND,12
2024-07-08/2024-07-14,BRONX,77
2024-07-08/2024-07-14,BROOKLYN,250
2024-07-08/2024-07-14,MANHATTAN,152
2024-07-08/2024-07-14,QUEENS,134
2024-07-08/2024-07-14,STATEN ISLAND,19
2024-07-15/2024-07-21,BRONX,72
2024-07-15/2024-07-21,BROOKLYN,217
2024-07-15/2024-07-21,MANHATTAN,143
2024-07-15/2024-07-21,QUEENS,122
2024-07-15/2024-07-21,STATEN ISLAND,27
2024-07-22/2024-07-28,BRONX,86
2024-07-22/2024-07-28,BROOKLYN,268
2024-07-22/2024-07-28,MANHATTAN,173
2024-07-22/2024-07-28,QUEENS,153
2024-07-22/2024-07-28,STATEN ISLAND,23
2024-07-29/2024-08-04,BRONX,102
2024-07-29/2024-08-04,BROOKLYN,264
2024-07-29/2024-08-04,MANHATTAN,150
2024-07-29/2024-08-04,QUEENS,123
2024-07-29/2024-08-04,STATEN ISLAND,22
2024-08-05/2024-08-11,BRONX,92
2024-08-05/2024-08-11,BROOKLYN,200
2024-08-05/2024-08-11,MANHATTAN,117
2024-08-05/2024-08-11,QUEENS,134
2024-08-05/2024-08-11,STATEN ISLAND,18
2024-08-12/2024-08-18,BRONX,66
2024-08-12/2024-08-18,BROOKLYN,209
2024-08-12/2024-08-18,MANHATTAN,141
2024-08-12/2024-08-18,QUEENS,129
2024-08-12/2024-08-18,STATEN ISLAND,18
2024-08-19/2024-08-25,BRONX,85
2024-08-19/2024-08-25,BROOKLYN,237
2024-08-19/2024-08-25,MANHATTAN,139
2024-08-19/2024-08-25,QUEENS,140
2024-08-19/2024-08-25,STATEN ISLAND,26
2024-08-26/2024-09-01,BRONX,85
2024-08-26/2024-09-01,BROOKLYN,260
2024-08-26/2024-09-01,MANHATTAN,151
2024-08-26/2024-09-01,QUEENS,134
2024-08-26/2024-09-01,STATEN ISLAND,28
2024-09-02/2024-09-08,BRONX,77
2024-09-02/2024-09-08,BROOKLYN,217
2024-09-02/2024-09-08,MANHATTAN,132
2024-09-02/2024-09-08,QUEENS,112
2024-09-02/2024-09-08,STATEN ISLAND,20
2024-09-09/2024-09-15,BRONX,86
2024-09-09/2024-09-15,BROOKLYN,247
2024-09-09/2024-09-15,MANHATTAN,114
2024-09-09/2024-09-15,QUEENS,110
2024-09-09/2024-09-15,STATEN ISLAND,10
2024-09-16/2024-09-22,BRONX,91
2024-09-16/2024-09-22,BROOKLYN,229
2024-09-16/2024-09-22,MANHATTAN,131
2024-09-16/2024-09-22,QUEENS,117
2024-09-16/2024-09-22,STATEN ISLAND,16
2024-09-23/2024-09-29,BRONX,100
2024-09-23/2024-09-29,BROOKLYN,218
2024-09-23/2024-09-29,MANHATTAN,130
2024-09-23/2024-09-29,QUEENS,100
2024-09-23/2024-09-29,STATEN ISLAND,14
2024-09-30/2024-10-06,BRONX,83
2024-09-30/2024-10-06,BROOKLYN,218
2024-09-30/2024-10-06,MANHATTAN,139
2024-09-30/2024-10-06,QUEENS,129
2024-09-30/2024-10-06,STATEN ISLAND,12
2024-10-07/2024-10-13,BRONX,65
2024-10-07/2024-10-13,BROOKLYN,184
2024-10-07/2024-10-13,MANHATTAN,137
2024-10-07/2024-10-13,QUEENS,82
2024-10-07/2024-10-13,STATEN ISLAND,5
2024-10-14/2024-10-20,BRONX,77
2024-10-14/2024-10-20,BROOKLYN,148
2024-10-14/2024-10-20,MANHATTAN,107
2024-10-14/2024-10-20,QUEENS,83
2024-10-14/2024-10-20,STATEN ISLAND,11
2024-10-21/2024-10-27,BRONX,74
2024-10-21/2024-10-27,BROOKLYN,163
2024-10-21/2024-10-27,MANHATTAN,127
2024-10-21/2024-10-27,QUEENS,70
2024-10-21/2024-10-27,STATEN ISLAND,9
2024-10-28/2024-11-03,BRONX,69
2024-10-28/2024-11-03,BROOKLYN,162
2024-10-28/2024-11-03,MANHATTAN,117
2024-10-28/2024-11-03,QUEENS,69
2024-10-28/2024-11-03,STATEN ISLAND,10
2024-11-04/2024-11-10,BRONX,59
2024-11-04/2024-11-10,BROOKLYN,156
2024-11-04/2024-11-10,MANHATTAN,95
2024-11-04/2024-11-10,QUEENS,77
2024-11-04/2024-11-10,STATEN ISLAND,12
2024-11-11/2024-11-17,BRONX,62
2024-11-11/2024-11-17,BROOKLYN,159
2024-11-11/2024-11-17,MANHATTAN,97
2024-11-11/2024-11-17,QUEENS,61
2024-11-11/2024-11-17,STATEN ISLAND,10
2024-11-18/2024-11-24,BRONX,71
2024-11-18/2024-11-24,BROOKLYN,130
2024-11-18/2024-11-24,MANHATTAN,96
2024-11-18/2024-11-24,QUEENS,52
2024-11-18/2024-11-24,STATEN ISLAND,7
2024-11-25/2024-12-01,BRONX,44
2024-11-25/2024-12-01,BROOKLYN,100
2024-11-25/2024-12-01,MANHATTAN,80
2024-11-25/2024-12-01,QUEENS,35
2024-11-25/2024-12-01,STATEN ISLAND,8
2024-12-02/2024-12-08,BRONX,48
2024-12-02/2024-12-08,BROOKLYN,106
2024-12-02/2024-12-08,MANHATTAN,72
2024-12-02/2024-12-08,QUEENS,30
2024-12-02/2024-12-08,STATEN ISLAND,1
2024-12-09/2024-12-15,BRONX,48
2024-12-09/2024-12-15,BROOKLYN,117
2024-12-09/2024-12-15,MANHATTAN,66
2024-12-09/2024-12-15,QUEENS,34
2024-12-09/2024-12-15,STATEN ISLAND,4
2024-12-16/2024-12-22,BRONX,55
2024-12-16/2024-12-22,BROOKLYN,110
2024-12-16/2024-12-22,MANHATTAN,67
2024-12-16/2024-12-22,QUEENS,32
2024-12-16/2024-12-22,STATEN ISLAND,10
2024-12-23/2024-12-29,BRONX,31
2024-12-23/2024-12-29,BROOKLYN,61
2024-12-23/2024-12-29,MANHATTAN,60
2024-12-23/2024-12-29,QUEENS,30
2024-12-23/2024-12-29,STATEN ISLAND,3
2024-12-30/2025-01-05,BRONX,44
2024-12-30/2025-01-05,BROOKLYN,82
2024-12-30/2025-01-05,MANHATTAN,83
2024-12-30/2025-01-05,QUEENS,30
2024-12-30/2025-01-05,STATEN ISLAND,5
2025-01-06/2025-01-12,BRONX,51
2025-01-06/2025-01-12,BROOKLYN,82
2025-01-06/2025-01-12,MANHATTAN,89
2025-01-06/2025-01-12,QUEENS,38
2025-01-06/2025-01-12,STATEN ISLAND,1
2025-01-13/2025-01-19,BRONX,45
2025-01-13/2025-01-19,BROOKLYN,126
2025-01-13/2025-01-19,MANHATTAN,90
2025-01-13/2025-01-19,QUEENS,65
2025-01-13/2025-01-19,STATEN ISLAND,13
2025-01-20/2025-01-26,BRONX,68
2025-01-20/2025-01-26,BROOKLYN,92
2025-01-20/2025-01-26,MANHATTAN,81
2025-01-20/2025-01-26,QUEENS,32
2025-01-20/2025-01-26,STATEN ISLAND,8
2025-01-27/2025-02-02,BRONX,49
2025-01-27/2025-02-02,BROOKLYN,110
2025-01-27/2025-02-02,MANHATTAN,126
2025-01-27/2025-02-02,QUEENS,42
2025-01-27/2025-02-02,STATEN ISLAND,5
2025-02-03/2025-02-09,BRONX,66
2025-02-03/2025-02-09,BROOKLYN,118
2025-02-03/2025-02-09,MANHATTAN,65
2025-02-03/2025-02-09,QUEENS,56
2025-02-03/2025-02-09,STATEN ISLAND,6
2025-02-10/2025-02-16,BRONX,54
2025-02-10/2025-02-16,BROOKLYN,90
2025-02-10/2025-02-16,MANHATTAN,82
2025-02-10/2025-02-16,QUEENS,47
2025-02-10/2025-02-16,STATEN ISLAND,5
2025-02-17/2025-02-23,BRONX,65
2025-02-17/2025-02-23,BROOKLYN,104
2025-02-17/2025-02-23,MANHATTAN,70
2025-02-17/2025-02-23,QUEENS,47
2025-02-17/2025-02-23,STATEN ISLAND,9
2025-02-24/2025-03-02,BRONX,58
2025-02-24/2025-03-02,BROOKLYN,143
2025-02-24/2025-03-02,MANHATTAN,104
2025-02-24/2025-03-02,QUEENS,53
2025-02-24/2025-03-02,STATEN ISLAND,9
2025-03-03/2025-03-09,BRONX,70
2025-03-03/2025-03-09,BROOKLYN,147
2025-03-03/2025-03-09,MANHATTAN,89
2025-03-03/2025-03-09,QUEENS,67
2025-03-03/2025-03-09,STATEN ISLAND,4
2025-03-10/2025-03-16,BRONX,67
2025-03-10/2025-03-16,BROOKLYN,164
2025-03-10/2025-03-16,MANHATTAN,110
2025-03-10/2025-03-16,QUEENS,93
2025-03-10/2025-03-16,STATEN ISLAND,7
2025-03-17/2025-03-23,BRONX,84
2025-03-17/2025-03-23,BROOKLYN,151
2025-03-17/2025-03-23,MANHATTAN,137
2025-03-17/2025-03-23,QUEENS,59
2025-03-17/2025-03-23,STATEN ISLAND,9
2025-03-24/2025-03-30,BRONX,68
2025-03-24/2025-03-30,BROOKLYN,143
2025-03-24/2025-03-30,MANHATTAN,115
2025-03-24/2025-03-30,QUEENS,65
2025-03-24/2025-03-30,STATEN ISLAND,12
2025-03-31/2025-04-06,BRONX,75
2025-03-31/2025-04-06,BROOKLYN,160
2025-03-31/2025-04-06,MANHATTAN,102
2025-03-31/2025-04-06,QUEENS,77
2025-03-31/2025-04-06,STATEN ISLAND,5
2025-04-07/2025-04-13,BRONX,72
2025-04-07/2025-04-13,BROOKLYN,143
2025-04-07/2025-04-13,MANHATTAN,102
2025-04-07/2025-04-13,QUEENS,64
2025-04-07/2025-04-13,STATEN ISLAND,17
2025-04-14/2025-04-20,BRONX,54
2025-04-14/2025-04-20,BROOKLYN,168
2025-04-14/2025-04-20,MANHATTAN,102
2025-04-14/2025-04-20,QUEENS,63
2025-04-14/2025-04-20,STATEN ISLAND,19
2025-04-21/2025-04-27,BRONX,60
2025-04-21/2025-04-27,BROOKLYN,201
2025-04-21/2025-04-27,MANHATTAN,112
2025-04-21/2025-04-27,QUEENS,89
2025-04-21/2025-04-27,STATEN ISLAND,10
2025-04-28/2025-05-04,BRONX,61
2025-04-28/2025-05-04,BROOKLYN,190
2025-04-28/2025-05-04,MANHATTAN,121
2025-04-28/2025-05-04,QUEENS,86
2025-04-28/2025-05-04,STATEN ISLAND,12
2025-05-05/2025-05-11,BRONX,68
2025-05-05/2025-05-11,BROOKLYN,187
2025-05-05/2025-05-11,MANHATTAN,138
2025-05-05/2025-05-11,QUEENS,97
2025-05-05/2025-05-11,STATEN ISLAND,11
2025-05-12/2025-05-18,BRONX,81
2025-05-12/2025-05-18,BROOKLYN,192
2025-05-12/2025-05-18,MANHATTAN,134
2025-05-12/2025-05-18,QUEENS,87
2025-05-12/2025-05-18,STATEN ISLAND,18
2025-05-19/2025-05-25,BRONX,67
2025-05-19/2025-05-25,BROOKLYN,192
2025-05-19/2025-05-25,MANHATTAN,86
2025-05-19/2025-05-25,QUEENS,54
2025-05-19/2025-05-25,STATEN ISLAND,17
2025-05-26/2025-06-01,BRONX,75
2025-05-26/2025-06-01,BROOKLYN,182
2025-05-26/2025-06-01,MANHATTAN,139
2025-05-26/2025-06-01,QUEENS,85
2025-05-26/2025-06-01,STATEN ISLAND,27
2025-06-02/2025-06-08,BRONX,77
2025-06-02/2025-06-08,BROOKLYN,190
2025-06-02/2025-06-08,MANHATTAN,130
2025-06-02/2025-06-08,QUEENS,97
2025-06-02/2025-06-08,STATEN ISLAND,23
2025-06-09/2025-06-15,BRONX,90
2025-06-09/2025-06-15,BROOKLYN,192
2025-06-09/2025-06-15,MANHATTAN,160
2025-06-09/2025-06-15,QUEENS,117
2025-06-09/2025-06-15,STATEN ISLAND,17
2025-06-16/2025-06-22,BRONX,80
2025-06-16/2025-06-22,BROOKLYN,161
2025-06-16/2025-06-22,MANHATTAN,156
2025-06-16/2025-06-22,QUEENS,101
2025-06-16/2025-06-22,STATEN ISLAND,24
2025-06-23/2025-06-29,BRONX,98
2025-06-23/2025-06-29,BROOKLYN,188
2025-06-23/2025-06-29,MANHATTAN,142
2025-06-23/2025-06-29,QUEENS,80
2025-06-23/2025-06-29,STATEN ISLAND,22
2025-06-30/2025-07-06,BRONX,82
2025-06-30/2025-07-06,BROOKLYN,178
2025-06-30/2025-07-06,MANHATTAN,124
2025-06-30/2025-07-06,QUEENS,91
2025-06-30/2025-07-06,STATEN ISLAND,19
2025-07-07/2025-07-13,BRONX,99
2025-07-07/2025-07-13,BROOKLYN,199
2025-07-07/2025-07-13,MANHATTAN,106
2025-07-07/2025-07-13,QUEENS,91
2025-07-07/2025-07-13,STATEN ISLAND,23
2025-07-14/2025-07-20,BRONX,95
2025-07-14/2025-07-20,BROOKLYN,193
2025-07-14/2025-07-20,MANHATTAN,118
2025-07-14/2025-07-20,QUEENS,65
2025-07-14/2025-07-20,STATEN ISLAND,22
2025-07-21/2025-07-27,BRONX,80
2025-07-21/2025-07-27,BROOKLYN,162
2025-07-21/2025-07-27,MANHATTAN,131
2025-07-21/2025-07-27,QUEENS,83
2025-07-21/2025-07-27,STATEN ISLAND,12
2025-07-28/2025-08-03,BRONX,107
2025-07-28/2025-08-03,BROOKLYN,179
2025-07-28/2025-08-03,MANHATTAN,106
2025-07-28/2025-08-03,QUEENS,89
2025-07-28/2025-08-03,STATEN ISLAND,19
2025-08-04/2025-08-10,BRONX,102
2025-08-04/2025-08-10,BROOKLYN,165
2025-08-04/2025-08-10,MANHATTAN,122
2025-08-04/2025-08-10,QUEENS,74
2025-08-04/2025-08-10,STATEN ISLAND,25
2025-08-11/2025-08-17,BRONX,98
2025-08-11/2025-08-17,BROOKLYN,173
2025-08-11/2025-08-17,MANHATTAN,109
2025-08-11/2025-08-17,QUEENS,88
2025-08-11/2025-08-17,STATEN ISLAND,10
2025-08-18/2025-08-24,BRONX,102
2025-08-18/2025-08-24,BROOKLYN,157
2025-08-18/2025-08-24,MANHATTAN,149
2025-08-18/2025-08-24,QUEENS,90
2025-08-18/2025-08-24,STATEN ISLAND,15
2025-08-25/2025-08-31,BRONX,82
2025-08-25/2025-08-31,BROOKLYN,168
2025-08-25/2025-08-31,MANHATTAN,111
2025-08-25/2025-08-31,QUEENS,92
2025-08-25/2025-08-31,STATEN ISLAND,17
2025-09-01/2025-09-07,BRONX,90
2025-09-01/2025-09-07,BROOKLYN,206
2025-09-01/2025-09-07,MANHATTAN,111
2025-09-01/2025-09-07,QUEENS,75
2025-09-01/2025-09-07,STATEN ISLAND,15
2025-09-08/2025-09-14,BRONX,52
2025-09-08/2025-09-14,BROOKLYN,234
2025-09-08/2025-09-14,MANHATTAN,148
2025-09-08/2025-09-14,QUEENS,74
2025-09-08/2025-09-14,STATEN ISLAND,11
2025-09-15/2025-09-21,BRONX,61
2025-09-15/2025-09-21,BROOKLYN,135
2025-09-15/2025-09-21,MANHATTAN,98
2025-09-15/2025-09-21,QUEENS,50
2025-09-15/2025-09-21,STATEN ISLAND,9
2025-09-22/2025-09-28,BRONX,45
2025-09-22/2025-09-28,BROOKLYN,127
2025-09-22/2025-09-28,MANHATTAN,114
2025-09-22/2025-09-28,QUEENS,64
2025-09-22/2025-09-28,STATEN ISLAND,6
2025-09-29/2025-10-05,BRONX,42
2025-09-29/2025-10-05,BROOKLYN,152
2025-09-29/2025-10-05,MANHATTAN,83
2025-09-29/2025-10-05,QUEENS,57
2025-09-29/2025-10-05,STATEN ISLAND,14
2025-10-06/2025-10-12,BRONX,59
2025-10-06/2025-10-12,BROOKLYN,148
2025-10-06/2025-10-12,MANHATTAN,95
2025-10-06/2025-10-12,QUEENS,52
2025-10-06/2025-10-12,STATEN ISLAND,9
2025-10-13/2025-10-19,BRONX,54
2025-10-13/2025-10-19,BROOKLYN,105
2025-10-13/2025-10-19,MANHATTAN,76
2025-10-13/2025-10-19,QUEENS,47
2025-10-13/2025-10-19,STATEN ISLAND,11
2025-10-20/2025-10-26,BRONX,45
2025-10-20/2025-10-26,BROOKLYN,116
2025-10-20/2025-10-26,MANHATTAN,88
2025-10-20/2025-10-26,QUEENS,34
2025-10-20/2025-10-26,STATEN ISLAND,13
2025-10-27/2025-11-02,BRONX,41
2025-10-27/2025-11-02,BROOKLYN,69
2025-10-27/2025-11-02,MANHATTAN,62
2025-10-27/2025-11-02,QUEENS,37
2025-10-27/2025-11-02,STATEN ISLAND,6
2025-11-03/2025-11-09,BRONX,53
2025-11-03/2025-11-09,BROOKLYN,77
2025-11-03/2025-11-09,MANHATTAN,73
2025-11-03/2025-11-09,QUEENS,40
2025-11-03/2025-11-09,STATEN ISLAND,4
2025-11-10/2025-11-16,BRONX,48
2025-11-10/2025-11-16,BROOKLYN,93
2025-11-10/2025-11-16,MANHATTAN,65
2025-11-10/2025-11-16,QUEENS,19
2025-11-10/2025-11-16,STATEN ISLAND,5
2025-11-17/2025-11-23,BRONX,49
2025-11-17/2025-11-23,BROOKLYN,73
2025-11-17/2025-11-23,MANHATTAN,63
2025-11-17/2025-11-23,QUEENS,53
2025-11-17/2025-11-23,STATEN ISLAND,9
2025-11-24/2025-11-30,BRONX,31
2025-11-24/2025-11-30,BROOKLYN,69
2025-11-24/2025-11-30,MANHATTAN,49
2025-11-24/2025-11-30,QUEENS,28
2025-11-24/2025-11-30,STATEN ISLAND,2
2025-12-01/2025-12-07,BRONX,40
2025-12-01/2025-12-07,BROOKLYN,107
2025-12-01/2025-12-07,MANHATTAN,58
2025-12-01/2025-12-07,QUEENS,39
2025-12-01/2025-12-07,STATEN ISLAND,10
2025-12-08/2025-12-14,BRONX,27
2025-12-08/2025-12-14,BROOKLYN,60
2025-12-08/2025-12-14,MANHATTAN,47
2025-12-08/2025-12-14,QUEENS,28
2025-12-08/2025-12-14,STATEN ISLAND,5
2025-12-15/2025-12-21,BRONX,28
2025-12-15/2025-12-21,BROOKLYN,55
2025-12-15/2025-12-21,MANHATTAN,54
2025-12-15/2025-12-21,QUEENS,19
2025-12-22/2025-12-28,BRONX,27
2025-12-22/2025-12-28,BROOKLYN,48
2025-12-22/2025-12-28,MANHATTAN,47
2025-12-22/2025-12-28,QUEENS,15
2025-12-22/2025-12-28,STATEN ISLAND,2
2025-12-29/2026-01-04,BRONX,13
2025-12-29/2026-01-04,BROOKLYN,15
2025-12-29/2026-01-04,MANHATTAN,16
2025-12-29/2026-01-04,QUEENS,7
